Hour,Light,Gamma,Photosynthesis,Sucrose,Starch,StarchDegr,StarchProd,SucroseProd,Nitrogen,Phosphorus,N_Aff,P_Aff,RespCost,UptakeCost,TransportCost,LeafBiomass,RootBiomass,TotalBiomass,Photoperiod,LimPhotRate,MaxPhotRate,MinLeafBiomass,FeedbackOnPhot,MaxStarch,MaxStarchDegr,MinSucrose,MaxSucrose,StarchNightStart,MinStarch,LambdaSdr,LambdaSdi,LambdaSni,LambdaG,LambdaSb,LambdaCsn,AssimCostN,AssimCostP,MinNPhotosynth,MinPPhotosynth,NutrConvParam,MaxNitrogen,MinNitrogen,MaxPhosphorus,MinPhosphorus,NitSoilContent,PhosSoilContent,MaxNitUptake,MaxPhosUptake,MMConstantN,MMConstantP,RootAllocation,StochSignal,LeafDeathRate,RootDeathRate,LeafCompRate,RootCompRate
258.0000,0,0.5170,0.0000,1.2371,27.5003,4.1302,-4.1302,0.0520,102.0062,10.4197,0.6533,0.4060,1.2134,0.6868,0.0116,0.0252,0.0253,0.0505,12.00,0.8331,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4073,0.5053,0.0000,0.0000,0.0000,0.0000
259.0000,0,0.5364,0.0000,1.2620,23.3026,4.1977,-4.1977,0.0544,102.4717,10.4455,0.6323,0.4033,1.2371,0.6849,0.0118,0.0254,0.0255,0.0509,12.00,0.8549,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4034,0.5048,0.0000,0.0000,0.0000,0.0000
260.0000,0,0.5549,0.0000,1.2881,19.0359,4.2667,-4.2667,0.0572,103.0033,10.4779,0.6077,0.3989,1.2620,0.6811,0.0121,0.0256,0.0256,0.0512,12.00,0.8770,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3983,0.5043,0.0000,0.0000,0.0000,0.0000
261.0000,0,0.5724,0.0000,1.3158,14.6985,4.3374,-4.3374,0.0606,103.5974,10.5166,0.5787,0.3918,1.2881,0.6747,0.0123,0.0259,0.0258,0.0516,12.00,0.8995,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3916,0.5038,0.0000,0.0000,0.0000,0.0000
262.0000,0,0.5891,0.0000,1.3453,10.2885,4.4100,-4.4100,0.0647,104.2481,10.5610,0.5436,0.3811,1.3158,0.6646,0.0126,0.0261,0.0259,0.0520,12.00,0.9224,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3826,0.5032,0.0000,0.0000,0.0000,0.0000
263.0000,0,0.6049,0.0000,1.3774,5.8041,4.4844,-4.4844,0.0701,104.9458,10.6103,0.5003,0.3651,1.3453,0.6495,0.0128,0.0264,0.0261,0.0524,12.00,0.9457,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3702,0.5027,0.0000,0.0000,0.0000,0.0000
264.0000,1,0.5520,11.0320,1.7626,11.8940,0.0000,6.0898,0.7603,105.5824,10.6652,0.7806,0.6321,1.0858,0.6265,0.0131,0.0265,0.0262,0.0528,12.00,0.9694,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4709,0.5025,0.0000,0.0000,0.0000,0.0000
265.0000,1,0.5172,10.6733,1.7597,17.4137,0.0000,5.5197,0.0383,106.1342,10.7387,0.8078,0.7930,1.4221,0.8970,0.0124,0.0267,0.0265,0.0532,12.00,0.9372,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5202,0.5029,0.0000,0.0000,0.0000,0.0000
266.0000,1,0.4872,10.3474,1.7936,22.4547,0.0000,5.0410,0.1011,106.6176,10.8079,0.8114,0.8148,1.4412,0.9202,0.0147,0.0270,0.0267,0.0537,12.00,0.9081,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5356,0.5034,0.0000,0.0000,0.0000,0.0000
267.0000,1,0.4622,10.0492,1.8171,27.0993,0.0000,4.6446,0.0764,107.0330,10.8691,0.8130,0.8131,1.4878,0.9319,0.0149,0.0272,0.0269,0.0541,12.00,0.8815,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5397,0.5038,0.0000,0.0000,0.0000,0.0000
268.0000,1,0.4412,9.7738,1.8277,31.4119,0.0000,4.3126,0.0475,107.3817,10.9222,0.8141,0.8068,1.5231,0.9387,0.0153,0.0274,0.0272,0.0546,12.00,0.8570,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5402,0.5042,0.0000,0.0000,0.0000,0.0000
269.0000,1,0.4234,9.5176,1.8287,35.4421,0.0000,4.0302,0.0252,107.6656,10.9674,0.8151,0.7996,1.5454,0.9420,0.0156,0.0276,0.0275,0.0551,12.00,0.8342,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5394,0.5046,0.0000,0.0000,0.0000,0.0000
270.0000,1,0.4082,9.2775,1.8230,39.2290,0.0000,3.7870,0.0078,107.8869,11.0052,0.8158,0.7925,1.5577,0.9427,0.0158,0.0279,0.0277,0.0556,12.00,0.8129,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5382,0.5050,0.0000,0.0000,0.0000,0.0000
271.0000,1,0.3950,9.0514,1.8115,42.8040,0.0000,3.5749,-0.0061,108.0474,11.0361,0.8165,0.7854,1.5626,0.9417,0.0158,0.0281,0.0280,0.0561,12.00,0.7930,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5366,0.5053,0.0000,0.0000,0.0000,0.0000
272.0000,1,0.3834,8.8375,1.7962,46.1919,0.0000,3.3880,-0.0156,108.1490,11.0603,0.8171,0.7785,1.5611,0.9393,0.0158,0.0283,0.0283,0.0566,12.00,0.7741,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5348,0.5056,0.0000,0.0000,0.0000,0.0000
273.0000,1,0.3731,8.6342,1.7781,49.4133,0.0000,3.2214,-0.0229,108.1937,11.0782,0.8177,0.7717,1.5552,0.9358,0.0158,0.0286,0.0286,0.0571,12.00,0.7562,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5329,0.5059,0.0000,0.0000,0.0000,0.0000
274.0000,1,0.3639,8.4404,1.7580,52.4851,0.0000,3.0717,-0.0284,108.1831,11.0901,0.8183,0.7650,1.5459,0.9316,0.0157,0.0288,0.0288,0.0577,12.00,0.7392,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5310,0.5062,0.0000,0.0000,0.0000,0.0000
275.0000,1,0.3557,8.2552,1.7365,55.4211,0.0000,2.9360,-0.0325,108.1191,11.0962,0.8189,0.7583,1.5341,0.9268,0.0156,0.0291,0.0291,0.0582,12.00,0.7230,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5290,0.5065,0.0000,0.0000,0.0000,0.0000
276.0000,0,0.3774,0.0000,0.9900,51.8854,3.5356,-3.5356,-1.6217,107.9751,11.1108,0.7287,0.6425,1.7365,0.9216,0.0154,0.0294,0.0294,0.0588,12.00,0.7075,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4665,0.5072,0.0000,0.0000,0.0000,0.0000
277.0000,0,0.4050,0.0000,1.1619,47.9785,3.9070,-3.9070,0.3689,108.0073,11.1112,0.7043,0.5044,0.9900,0.6453,0.0148,0.0296,0.0295,0.0591,12.00,0.7262,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4388,0.5071,0.0000,0.0000,0.0000,0.0000
278.0000,0,0.4296,0.0000,1.1561,44.0778,3.9007,-3.9007,-0.0120,108.0928,11.1068,0.6939,0.4444,1.1619,0.6888,0.0101,0.0298,0.0297,0.0595,12.00,0.7468,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4209,0.5068,0.0000,0.0000,0.0000,0.0000
279.0000,0,0.4533,0.0000,1.1832,40.1045,3.9732,-3.9732,0.0591,108.2551,11.1058,0.6834,0.4239,1.1561,0.6791,0.0112,0.0300,0.0299,0.0599,12.00,0.7674,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4127,0.5064,0.0000,0.0000,0.0000,0.0000
280.0000,0,0.4757,0.0000,1.2049,36.0693,4.0353,-4.0353,0.0477,108.4895,11.1104,0.6707,0.4168,1.1832,0.6818,0.0113,0.0303,0.0301,0.0603,12.00,0.7883,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4083,0.5060,0.0000,0.0000,0.0000,0.0000
281.0000,0,0.4970,0.0000,1.2283,31.9684,4.1009,-4.1009,0.0512,108.7958,11.1217,0.6558,0.4136,1.2049,0.6821,0.0115,0.0305,0.0302,0.0607,12.00,0.8096,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4051,0.5055,0.0000,0.0000,0.0000,0.0000
282.0000,0,0.5173,0.0000,1.2525,27.8006,4.1678,-4.1678,0.0531,109.1731,11.1397,0.6383,0.4108,1.2283,0.6815,0.0117,0.0308,0.0304,0.0612,12.00,0.8313,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4018,0.5050,0.0000,0.0000,0.0000,0.0000
283.0000,0,0.5366,0.0000,1.2779,23.5642,4.2364,-4.2364,0.0556,109.6197,11.1645,0.6179,0.4072,1.2525,0.6794,0.0120,0.0311,0.0306,0.0616,12.00,0.8533,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3978,0.5046,0.0000,0.0000,0.0000,0.0000
284.0000,0,0.5549,0.0000,1.3045,19.2575,4.3067,-4.3067,0.0584,110.1335,11.1959,0.5941,0.4017,1.2779,0.6753,0.0122,0.0313,0.0308,0.0621,12.00,0.8756,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3926,0.5041,0.0000,0.0000,0.0000,0.0000
285.0000,0,0.5723,0.0000,1.3328,14.8789,4.3786,-4.3786,0.0618,110.7107,11.2336,0.5659,0.3936,1.3045,0.6685,0.0125,0.0316,0.0309,0.0626,12.00,0.8984,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3859,0.5036,0.0000,0.0000,0.0000,0.0000
286.0000,0,0.5889,0.0000,1.3629,10.4264,4.4524,-4.4524,0.0660,111.3454,11.2769,0.5318,0.3820,1.3328,0.6582,0.0127,0.0319,0.0311,0.0631,12.00,0.9215,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3768,0.5032,0.0000,0.0000,0.0000,0.0000
287.0000,0,0.6046,0.0000,1.3956,5.8983,4.5281,-4.5281,0.0714,112.0280,11.3252,0.4895,0.3651,1.3629,0.6426,0.0130,0.0323,0.0313,0.0636,12.00,0.9450,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3643,0.5027,0.0000,0.0000,0.0000,0.0000
288.0000,1,0.5523,11.1032,1.7780,12.0307,0.0000,6.1324,0.7552,112.6518,11.3779,0.7760,0.6307,1.1003,0.6192,0.0133,0.0325,0.0315,0.0640,12.00,0.9689,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4662,0.5025,0.0000,0.0000,0.0000,0.0000
289.0000,1,0.5178,10.7384,1.7718,17.5907,0.0000,5.5600,0.0326,113.1886,11.4485,0.8034,0.7889,1.4343,0.8935,0.0125,0.0327,0.0318,0.0645,12.00,0.9365,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5152,0.5028,0.0000,0.0000,0.0000,0.0000
290.0000,1,0.4880,10.4070,1.8049,22.6690,0.0000,5.0783,0.0994,113.6550,11.5144,0.8066,0.8100,1.4508,0.9160,0.0148,0.0330,0.0321,0.0651,12.00,0.9072,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5302,0.5033,0.0000,0.0000,0.0000,0.0000
291.0000,1,0.4631,10.1037,1.8276,27.3482,0.0000,4.6793,0.0751,114.0513,11.5722,0.8078,0.8085,1.4966,0.9271,0.0150,0.0333,0.0324,0.0657,12.00,0.8804,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5342,0.5036,0.0000,0.0000,0.0000,0.0000
292.0000,1,0.4423,9.8238,1.8376,31.6928,0.0000,4.3446,0.0464,114.3792,11.6218,0.8085,0.8026,1.5314,0.9334,0.0154,0.0335,0.0327,0.0663,12.00,0.8557,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5347,0.5040,0.0000,0.0000,0.0000,0.0000
293.0000,1,0.4245,9.5633,1.8381,35.7527,0.0000,4.0599,0.0240,114.6408,11.6636,0.8091,0.7960,1.5532,0.9363,0.0157,0.0338,0.0330,0.0669,12.00,0.8327,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5339,0.5043,0.0000,0.0000,0.0000,0.0000
294.0000,1,0.4093,9.3194,1.8318,39.5672,0.0000,3.8145,0.0065,114.8384,11.6981,0.8095,0.7894,1.5650,0.9367,0.0158,0.0341,0.0334,0.0675,12.00,0.8113,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5326,0.5046,0.0000,0.0000,0.0000,0.0000
295.0000,1,0.3961,9.0897,1.8197,43.1675,0.0000,3.6004,-0.0070,114.9738,11.7256,0.8099,0.7829,1.5694,0.9355,0.0159,0.0344,0.0337,0.0681,12.00,0.7912,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5311,0.5049,0.0000,0.0000,0.0000,0.0000
296.0000,1,0.3845,8.8724,1.8039,46.5790,0.0000,3.4115,-0.0165,115.0493,11.7464,0.8103,0.7766,1.5674,0.9329,0.0159,0.0347,0.0340,0.0687,12.00,0.7722,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5294,0.5052,0.0000,0.0000,0.0000,0.0000
297.0000,1,0.3742,8.6661,1.7854,49.8221,0.0000,3.2431,-0.0237,115.0668,11.7610,0.8106,0.7703,1.5612,0.9293,0.0159,0.0350,0.0344,0.0694,12.00,0.7542,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5276,0.5055,0.0000,0.0000,0.0000,0.0000
298.0000,1,0.3650,8.4695,1.7648,52.9139,0.0000,3.0918,-0.0292,115.0282,11.7696,0.8110,0.7641,1.5515,0.9250,0.0158,0.0353,0.0347,0.0700,12.00,0.7370,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5257,0.5057,0.0000,0.0000,0.0000,0.0000
299.0000,1,0.3567,8.2818,1.7429,55.8684,0.0000,2.9545,-0.0333,114.9353,11.7724,0.8115,0.7579,1.5394,0.9201,0.0156,0.0356,0.0350,0.0707,12.00,0.7207,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.4211,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5238,0.5060,0.0000,0.0000,0.0000,0.0000
300.0000,0,0.3784,0.0000,1.0016,52.3063,3.5621,-3.5621,-1.6103,114.7707,11.7845,0.7166,0.6437,1.7429,0.9148,0.0155,0.0360,0.0354,0.0714,12.00,0.7051,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4616,0.5066,0.0000,0.0000,0.0000,0.0000
301.0000,0,0.4058,0.0000,1.1721,48.3732,3.9331,-3.9331,0.3659,114.7785,11.7834,0.6899,0.5103,1.0016,0.6432,0.0148,0.0362,0.0356,0.0718,12.00,0.7239,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4339,0.5066,0.0000,0.0000,0.0000,0.0000
302.0000,0,0.4303,0.0000,1.1679,44.4449,3.9283,-3.9283,-0.0088,114.8409,11.7781,0.6789,0.4521,1.1721,0.6836,0.0102,0.0365,0.0358,0.0723,12.00,0.7447,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4163,0.5063,0.0000,0.0000,0.0000,0.0000
303.0000,0,0.4538,0.0000,1.1951,40.4436,4.0013,-4.0013,0.0594,114.9805,11.7763,0.6684,0.4313,1.1679,0.6741,0.0114,0.0368,0.0360,0.0728,12.00,0.7654,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4081,0.5060,0.0000,0.0000,0.0000,0.0000
304.0000,0,0.4761,0.0000,1.2173,36.3793,4.0643,-4.0643,0.0487,115.1931,11.7801,0.6562,0.4233,1.1951,0.6763,0.0114,0.0371,0.0362,0.0733,12.00,0.7865,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4036,0.5056,0.0000,0.0000,0.0000,0.0000
305.0000,0,0.4973,0.0000,1.2410,32.2485,4.1308,-4.1308,0.0521,115.4786,11.7905,0.6417,0.4192,1.2173,0.6765,0.0116,0.0374,0.0364,0.0738,12.00,0.8080,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,55.8684,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4003,0.5052,0.0000,0.0000,0.0000,0.0000
