Hour,Light,Gamma,Photosynthesis,Sucrose,Starch,StarchDegr,StarchProd,SucroseProd,Nitrogen,Phosphorus,N_Aff,P_Aff,RespCost,UptakeCost,TransportCost,LeafBiomass,RootBiomass,TotalBiomass,Photoperiod,LimPhotRate,MaxPhotRate,MinLeafBiomass,FeedbackOnPhot,MaxStarch,MaxStarchDegr,MinSucrose,MaxSucrose,StarchNightStart,MinStarch,LambdaSdr,LambdaSdi,LambdaSni,LambdaG,LambdaSb,LambdaCsn,AssimCostN,AssimCostP,MinNPhotosynth,MinPPhotosynth,NutrConvParam,MaxNitrogen,MinNitrogen,MaxPhosphorus,MinPhosphorus,NitSoilContent,PhosSoilContent,MaxNitUptake,MaxPhosUptake,MMConstantN,MMConstantP,RootAllocation,StochSignal,LeafDeathRate,RootDeathRate,LeafCompRate,RootCompRate
210.0000,0,0.5165,0.0000,1.1971,26.6764,4.0256,-4.0256,0.0492,86.1723,8.8227,0.6879,0.3957,1.1746,0.6938,0.0112,0.0171,0.0177,0.0347,12.00,0.8380,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4201,0.5059,0.0000,0.0000,0.0000,0.0000
211.0000,0,0.5362,0.0000,1.2206,22.5864,4.0899,-4.0899,0.0515,86.6729,8.8505,0.6654,0.3960,1.1971,0.6926,0.0114,0.0172,0.0178,0.0350,12.00,0.8592,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4166,0.5052,0.0000,0.0000,0.0000,0.0000
212.0000,0,0.5549,0.0000,1.2453,18.4306,4.1558,-4.1558,0.0542,87.2376,8.8850,0.6391,0.3943,1.2206,0.6894,0.0117,0.0174,0.0179,0.0352,12.00,0.8808,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4118,0.5046,0.0000,0.0000,0.0000,0.0000
213.0000,0,0.5727,0.0000,1.2715,14.2074,4.2232,-4.2232,0.0574,87.8628,8.9260,0.6082,0.3898,1.2453,0.6838,0.0119,0.0175,0.0180,0.0355,12.00,0.9027,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4054,0.5039,0.0000,0.0000,0.0000,0.0000
214.0000,0,0.5897,0.0000,1.2995,9.9151,4.2923,-4.2923,0.0613,88.5428,8.9729,0.5711,0.3815,1.2715,0.6746,0.0121,0.0177,0.0181,0.0357,12.00,0.9250,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3966,0.5033,0.0000,0.0000,0.0000,0.0000
215.0000,0,0.6058,0.0000,1.3299,5.5520,4.3632,-4.3632,0.0666,89.2683,9.0247,0.5254,0.3678,1.2995,0.6605,0.0124,0.0178,0.0182,0.0360,12.00,0.9477,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3845,0.5027,0.0000,0.0000,0.0000,0.0000
216.0000,1,0.5512,10.8358,1.7231,11.5251,0.0000,5.9732,0.7750,89.9284,9.0842,0.7909,0.6370,1.0480,0.6388,0.0127,0.0179,0.0183,0.0362,12.00,0.9707,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4827,0.5025,0.0000,0.0000,0.0000,0.0000
217.0000,1,0.5156,10.4939,1.7267,16.9354,0.0000,5.4103,0.0535,90.5082,9.1641,0.8178,0.8035,1.3907,0.9005,0.0120,0.0181,0.0184,0.0365,12.00,0.9392,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5323,0.5031,0.0000,0.0000,0.0000,0.0000
218.0000,1,0.4851,10.1832,1.7645,21.8748,0.0000,4.9394,0.1083,91.0248,9.2402,0.8224,0.8268,1.4151,0.9252,0.0144,0.0182,0.0186,0.0368,12.00,0.9106,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5483,0.5038,0.0000,0.0000,0.0000,0.0000
219.0000,1,0.4597,9.8988,1.7898,26.4256,0.0000,4.5508,0.0799,91.4779,9.3085,0.8252,0.8245,1.4649,0.9389,0.0147,0.0184,0.0188,0.0371,12.00,0.8845,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5527,0.5044,0.0000,0.0000,0.0000,0.0000
220.0000,1,0.4385,9.6361,1.8022,30.6515,0.0000,4.2259,0.0507,91.8684,9.3686,0.8274,0.8169,1.5018,0.9471,0.0151,0.0185,0.0190,0.0375,12.00,0.8605,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5533,0.5049,0.0000,0.0000,0.0000,0.0000
221.0000,1,0.4206,9.3914,1.8045,34.6016,0.0000,3.9502,0.0284,92.1975,9.4208,0.8293,0.8083,1.5255,0.9514,0.0154,0.0186,0.0191,0.0378,12.00,0.8382,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5526,0.5054,0.0000,0.0000,0.0000,0.0000
222.0000,1,0.4053,9.1619,1.8011,38.3146,0.0000,3.7130,0.0108,92.4675,9.4656,0.8308,0.7996,1.5388,0.9529,0.0156,0.0188,0.0193,0.0381,12.00,0.8174,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5512,0.5058,0.0000,0.0000,0.0000,0.0000
223.0000,1,0.3920,8.9455,1.7905,41.8213,0.0000,3.5067,-0.0043,92.6793,9.5033,0.8322,0.7910,1.5456,0.9528,0.0156,0.0189,0.0195,0.0385,12.00,0.7978,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5495,0.5063,0.0000,0.0000,0.0000,0.0000
224.0000,1,0.3804,8.7405,1.7766,45.1462,0.0000,3.3249,-0.0131,92.8347,9.5343,0.8334,0.7827,1.5449,0.9507,0.0157,0.0191,0.0197,0.0388,12.00,0.7793,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5476,0.5067,0.0000,0.0000,0.0000,0.0000
225.0000,1,0.3702,8.5455,1.7598,48.3095,0.0000,3.1633,-0.0206,92.9354,9.5589,0.8344,0.7744,1.5401,0.9477,0.0156,0.0193,0.0199,0.0391,12.00,0.7617,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5456,0.5070,0.0000,0.0000,0.0000,0.0000
226.0000,1,0.3610,8.3593,1.7409,51.3276,0.0000,3.0181,-0.0263,92.9830,9.5773,0.8354,0.7663,1.5318,0.9437,0.0155,0.0194,0.0201,0.0395,12.00,0.7450,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5435,0.5074,0.0000,0.0000,0.0000,0.0000
227.0000,1,0.3528,8.1811,1.7204,54.2142,0.0000,2.8866,-0.0306,92.9790,9.5898,0.8364,0.7583,1.5209,0.9392,0.0154,0.0196,0.0203,0.0398,12.00,0.7291,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,53.3816,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5414,0.5077,0.0000,0.0000,0.0000,0.0000
228.0000,0,0.3747,0.0000,0.9605,50.7505,3.4636,-3.4636,-1.6509,92.8748,9.6093,0.7575,0.6384,1.7204,0.9340,0.0153,0.0198,0.0205,0.0402,12.00,0.7139,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4778,0.5085,0.0000,0.0000,0.0000,0.0000
229.0000,0,0.4029,0.0000,1.1355,46.9151,3.8354,-3.8354,0.3755,92.9561,9.6118,0.7381,0.4886,0.9605,0.6466,0.0146,0.0199,0.0206,0.0404,12.00,0.7322,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4500,0.5084,0.0000,0.0000,0.0000,0.0000
230.0000,0,0.4278,0.0000,1.1262,43.0896,3.8255,-3.8255,-0.0194,93.0877,9.6085,0.7291,0.4254,1.1355,0.6972,0.0098,0.0200,0.0207,0.0407,12.00,0.7524,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4316,0.5079,0.0000,0.0000,0.0000,0.0000
231.0000,0,0.4518,0.0000,1.1529,39.1929,3.8967,-3.8967,0.0582,93.2949,9.6086,0.7183,0.4064,1.1262,0.6868,0.0110,0.0202,0.0208,0.0410,12.00,0.7726,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4235,0.5074,0.0000,0.0000,0.0000,0.0000
232.0000,0,0.4746,0.0000,1.1734,35.2367,3.9562,-3.9562,0.0451,93.5723,9.6145,0.7048,0.4018,1.1529,0.6904,0.0110,0.0204,0.0209,0.0412,12.00,0.7931,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4193,0.5068,0.0000,0.0000,0.0000,0.0000
233.0000,0,0.4962,0.0000,1.1958,31.2172,4.0195,-4.0195,0.0490,93.9196,9.6273,0.6886,0.4012,1.1734,0.6911,0.0112,0.0205,0.0210,0.0415,12.00,0.8140,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4164,0.5062,0.0000,0.0000,0.0000,0.0000
234.0000,0,0.5168,0.0000,1.2189,27.1333,4.0839,-4.0839,0.0507,94.3359,9.6471,0.6698,0.4009,1.1958,0.6911,0.0114,0.0207,0.0211,0.0418,12.00,0.8352,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4134,0.5056,0.0000,0.0000,0.0000,0.0000
235.0000,0,0.5363,0.0000,1.2432,22.9834,4.1499,-4.1499,0.0531,94.8196,9.6739,0.6481,0.3996,1.2189,0.6895,0.0117,0.0209,0.0212,0.0421,12.00,0.8568,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4097,0.5050,0.0000,0.0000,0.0000,0.0000
236.0000,0,0.5549,0.0000,1.2687,18.7659,4.2175,-4.2175,0.0558,95.3684,9.7074,0.6227,0.3964,1.2432,0.6860,0.0119,0.0210,0.0214,0.0424,12.00,0.8787,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4047,0.5044,0.0000,0.0000,0.0000,0.0000
237.0000,0,0.5726,0.0000,1.2957,14.4791,4.2868,-4.2868,0.0591,95.9787,9.7472,0.5928,0.3905,1.2687,0.6799,0.0121,0.0212,0.0215,0.0427,12.00,0.9010,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3982,0.5039,0.0000,0.0000,0.0000,0.0000
238.0000,0,0.5894,0.0000,1.3246,10.1214,4.3577,-4.3577,0.0632,96.6448,9.7928,0.5567,0.3809,1.2957,0.6703,0.0124,0.0214,0.0216,0.0430,12.00,0.9236,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3892,0.5033,0.0000,0.0000,0.0000,0.0000
239.0000,0,0.6053,0.0000,1.3559,5.6908,4.4306,-4.4306,0.0685,97.3570,9.8432,0.5123,0.3659,1.3246,0.6556,0.0126,0.0216,0.0217,0.0434,12.00,0.9466,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.3769,0.5027,0.0000,0.0000,0.0000,0.0000
240.0000,1,0.5517,10.9446,1.7445,11.7286,0.0000,6.0378,0.7666,98.0059,9.9004,0.7856,0.6342,1.0686,0.6333,0.0129,0.0218,0.0219,0.0436,12.00,0.9700,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4765,0.5025,0.0000,0.0000,0.0000,0.0000
241.0000,1,0.5164,10.5934,1.7447,17.1993,0.0000,5.4708,0.0454,98.5720,9.9770,0.8126,0.7978,1.4077,0.8995,0.0122,0.0219,0.0221,0.0440,12.00,0.9381,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5260,0.5030,0.0000,0.0000,0.0000,0.0000
242.0000,1,0.4862,10.2743,1.7803,22.1948,0.0000,4.9955,0.1044,99.0723,10.0496,0.8166,0.8204,1.4293,0.9233,0.0146,0.0221,0.0223,0.0444,12.00,0.9092,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5416,0.5036,0.0000,0.0000,0.0000,0.0000
243.0000,1,0.4611,9.9822,1.8047,26.7974,0.0000,4.6026,0.0780,99.5066,10.1144,0.8188,0.8184,1.4774,0.9359,0.0148,0.0223,0.0225,0.0447,12.00,0.8829,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5459,0.5041,0.0000,0.0000,0.0000,0.0000
244.0000,1,0.4400,9.7125,1.8160,31.0711,0.0000,4.2737,0.0489,99.8763,10.1709,0.8204,0.8115,1.5134,0.9434,0.0152,0.0225,0.0227,0.0451,12.00,0.8586,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5464,0.5045,0.0000,0.0000,0.0000,0.0000
245.0000,1,0.4222,9.4614,1.8176,35.0653,0.0000,3.9943,0.0266,100.1828,10.2196,0.8218,0.8037,1.5364,0.9471,0.0155,0.0226,0.0229,0.0455,12.00,0.8360,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5456,0.5050,0.0000,0.0000,0.0000,0.0000
246.0000,1,0.4069,9.2261,1.8128,38.8190,0.0000,3.7537,0.0092,100.4283,10.2609,0.8229,0.7959,1.5491,0.9482,0.0157,0.0228,0.0231,0.0460,12.00,0.8149,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5443,0.5054,0.0000,0.0000,0.0000,0.0000
247.0000,1,0.3936,9.0043,1.8019,42.3632,0.0000,3.5442,-0.0050,100.6143,10.2952,0.8239,0.7882,1.5547,0.9476,0.0157,0.0230,0.0234,0.0464,12.00,0.7951,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5427,0.5057,0.0000,0.0000,0.0000,0.0000
248.0000,1,0.3820,8.7944,1.7872,45.7228,0.0000,3.3596,-0.0145,100.7427,10.3228,0.8248,0.7806,1.5537,0.9453,0.0158,0.0232,0.0236,0.0468,12.00,0.7764,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5409,0.5061,0.0000,0.0000,0.0000,0.0000
249.0000,1,0.3718,8.5948,1.7697,48.9181,0.0000,3.1952,-0.0219,100.8151,10.3441,0.8256,0.7732,1.5483,0.9421,0.0157,0.0234,0.0238,0.0472,12.00,0.7587,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5390,0.5064,0.0000,0.0000,0.0000,0.0000
250.0000,1,0.3626,8.4044,1.7502,51.9656,0.0000,3.0476,-0.0274,100.8334,10.3593,0.8264,0.7658,1.5394,0.9380,0.0156,0.0236,0.0240,0.0476,12.00,0.7418,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5369,0.5067,0.0000,0.0000,0.0000,0.0000
251.0000,1,0.3544,8.2224,1.7291,54.8794,0.0000,2.9138,-0.0317,100.7990,10.3686,0.8272,0.7585,1.5280,0.9333,0.0155,0.0238,0.0243,0.0481,12.00,0.7257,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.2142,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.5349,0.5071,0.0000,0.0000,0.0000,0.0000
252.0000,0,0.3762,0.0000,0.9764,51.3760,3.5034,-3.5034,-1.6350,100.6752,10.3858,0.7423,0.6409,1.7291,0.9281,0.0154,0.0240,0.0245,0.0485,12.00,0.7104,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4719,0.5078,0.0000,0.0000,0.0000,0.0000
253.0000,0,0.4040,0.0000,1.1498,47.5010,3.8750,-3.8750,0.3721,100.7321,10.3874,0.7203,0.4973,0.9764,0.6466,0.0147,0.0242,0.0246,0.0488,12.00,0.7288,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4442,0.5077,0.0000,0.0000,0.0000,0.0000
254.0000,0,0.4288,0.0000,1.1424,43.6339,3.8671,-3.8671,-0.0155,100.8409,10.3837,0.7106,0.4356,1.1498,0.6935,0.0099,0.0244,0.0247,0.0491,12.00,0.7493,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4261,0.5073,0.0000,0.0000,0.0000,0.0000
255.0000,0,0.4526,0.0000,1.1693,39.6949,3.9390,-3.9390,0.0587,101.0259,10.3833,0.7000,0.4157,1.1424,0.6835,0.0111,0.0246,0.0249,0.0495,12.00,0.7697,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4179,0.5069,0.0000,0.0000,0.0000,0.0000
256.0000,0,0.4752,0.0000,1.1905,35.6950,3.9999,-3.9999,0.0465,101.2820,10.3886,0.6869,0.4096,1.1693,0.6866,0.0111,0.0248,0.0250,0.0498,12.00,0.7905,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4135,0.5063,0.0000,0.0000,0.0000,0.0000
257.0000,0,0.4966,0.0000,1.2134,31.6305,4.0644,-4.0644,0.0502,101.6092,10.4007,0.6714,0.4076,1.1905,0.6871,0.0114,0.0250,0.0252,0.0501,12.00,0.8116,12.7000,0.0010,0.6200,72.0000,6.0000,1.3000,2.0000,54.8794,0.1500,0.2500,0.1000,0.0800,0.6500,0.0059,0.0267,0.0460,0.0046,5.7500,0.5750,0.0660,1148.9379,287.2345,114.8938,28.7234,12.0000,0.1500,6.4400,0.4000,0.1250,0.0067,0.4104,0.5058,0.0000,0.0000,0.0000,0.0000
